time,Tair,RH,ludian
2023-08-29 22:00:00,4.07,83.14,1.47
2023-08-29 23:00:00,3.86,82.62,1.18
2023-08-30 00:00:00,3.3,84.93,1.01
2023-08-30 01:00:00,3.19,85.06,0.92
2023-08-30 02:00:00,3.46,85.07,1.19
2023-08-30 03:00:00,3.62,86.35,1.55
2023-08-30 04:00:00,2.86,87.29,0.96
2023-08-30 05:00:00,3.63,87.01,1.67
2023-08-30 06:00:00,2.65,85.79,0.52
2023-08-30 07:00:00,3.34,84.33,0.95
2023-08-30 08:00:00,5.6,76.93,1.88
2023-08-30 09:00:00,4.87,75.7,0.94
2023-08-30 10:00:00,6.04,74.15,1.79
2023-08-30 11:00:00,6.22,71.87,1.53
2023-08-30 12:00:00,8.01,66.6,2.19
2023-08-30 13:00:00,7.73,68.03,2.21
2023-08-30 14:00:00,9.05,59.52,1.59
2023-08-30 15:00:00,10.61,55.64,2.11
2023-08-30 16:00:00,10.16,56.02,1.79
2023-08-30 17:00:00,11.55,52.55,2.2
2023-08-30 18:00:00,9.48,59.97,2.11
2023-08-30 19:00:00,7.97,63.87,1.56
2023-08-30 20:00:00,5.1,74.49,0.95
2023-08-30 21:00:00,5.02,73.76,0.73
2023-08-30 22:00:00,3.93,79.86,0.77
2023-08-30 23:00:00,3.8,80.36,0.74
2023-08-31 00:00:00,4.58,76.77,0.86
2023-08-31 01:00:00,4.59,77.38,0.98
2023-08-31 02:00:00,3.85,81.48,0.97
2023-08-31 03:00:00,4.06,81.38,1.16
2023-08-31 04:00:00,4.01,79.82,0.85
2023-08-31 05:00:00,3.83,80.89,0.86
2023-08-31 06:00:00,3.35,83.17,0.77
2023-08-31 07:00:00,3.42,82.16,0.67
2023-08-31 08:00:00,4.41,81.08,1.46
2023-08-31 09:00:00,4.69,78.36,1.25
2023-08-31 10:00:00,7.25,70.78,2.3
2023-08-31 11:00:00,9.99,59.29,2.43
2023-08-31 12:00:00,8.52,65.69,2.48
2023-08-31 13:00:00,9.07,60.03,1.73
2023-08-31 14:00:00,9.9,57.91,2.02
2023-08-31 15:00:00,11.66,54.21,2.74
2023-08-31 16:00:00,11.13,54.13,2.22
2023-08-31 17:00:00,8.7,60.96,1.6
2023-08-31 18:00:00,8.47,61.83,1.58
2023-08-31 19:00:00,7.32,66.71,1.55
2023-08-31 20:00:00,5.69,75.92,1.78
2023-08-31 21:00:00,4.59,78.95,1.26
2023-08-31 22:00:00,3.96,81.54,1.09
2023-08-31 23:00:00,5.21,80.38,2.11
2023-09-01 00:00:00,4.59,80.84,1.59
2023-09-01 01:00:00,3.39,83.78,0.91
2023-09-01 02:00:00,3.26,83.41,0.72
2023-09-01 03:00:00,3.83,83.34,1.27
2023-09-01 04:00:00,2.87,83.64,0.38
2023-09-01 05:00:00,3.27,87.62,1.42
2023-09-01 06:00:00,2.99,92.02,1.82
2023-09-01 07:00:00,2.92,86.96,0.96
2023-09-01 08:00:00,3.16,90.88,1.81
2023-09-01 09:00:00,3.65,85.86,1.5
2023-09-01 10:00:00,5.56,76.7,1.8
2023-09-01 11:00:00,7.7,61.02,0.67
2023-09-01 12:00:00,8.86,58.38,1.15
2023-09-01 13:00:00,6.34,64.69,0.19
2023-09-01 14:00:00,9.69,53.63,0.75
2023-09-01 15:00:00,11.85,47.51,1.06
2023-09-01 16:00:00,9.76,52.34,0.47
2023-09-01 17:00:00,9.64,55.78,1.25
2023-09-01 18:00:00,7.06,63.87,0.7
2023-09-01 19:00:00,6.12,66.83,0.43
2023-09-01 20:00:00,6.06,66.19,0.24
2023-09-01 21:00:00,6.06,63.57,-0.32
2023-09-01 22:00:00,6.23,60.04,-0.95
2023-09-01 23:00:00,5.47,61.25,-1.39
2023-09-02 00:00:00,4.56,67.54,-0.92
2023-09-02 01:00:00,3.85,68.11,-1.49
2023-09-02 02:00:00,3.54,67.7,-1.87
2023-09-02 03:00:00,3.51,67.38,-1.96
2023-09-02 04:00:00,2.02,72.36,-2.43
2023-09-02 05:00:00,2.65,66.53,-2.95
2023-09-02 06:00:00,2.83,61.42,-3.85
2023-09-02 07:00:00,2.69,58.15,-4.71
2023-09-02 08:00:00,4.55,62.08,-2.07
2023-09-02 09:00:00,6.67,53.53,-2.09
2023-09-02 10:00:00,6.54,56.4,-1.51
2023-09-02 11:00:00,8.15,46.4,-2.65
2023-09-02 12:00:00,8.79,44.5,-2.63
2023-09-02 13:00:00,8.72,46.35,-2.15
2023-09-02 14:00:00,9.56,39.69,-3.47
2023-09-02 15:00:00,10.02,39.95,-2.97
2023-09-02 16:00:00,9.16,43.95,-2.46
2023-09-02 17:00:00,10.39,41.54,-2.11
2023-09-02 18:00:00,10.66,39.58,-2.52
2023-09-02 19:00:00,8.97,40.77,-3.65
2023-09-02 20:00:00,6.9,50.27,-2.73
2023-09-02 21:00:00,4.82,59.82,-2.32
2023-09-02 22:00:00,4.3,61.97,-2.34
2023-09-02 23:00:00,4.54,61.33,-2.25
2023-09-03 00:00:00,4.16,64.48,-1.94
2023-09-03 01:00:00,3.94,65.71,-1.88
2023-09-03 02:00:00,3.23,68.4,-2.03
2023-09-03 03:00:00,2.85,71.13,-1.86
2023-09-03 04:00:00,2.58,71.68,-2.01
2023-09-03 05:00:00,2.36,71.15,-2.32
2023-09-03 06:00:00,2.07,75.48,-1.81
2023-09-03 07:00:00,1.3,77.55,-2.19
2023-09-03 08:00:00,4.61,67.36,-0.91
2023-09-03 09:00:00,6.59,62.17,-0.12
2023-09-03 10:00:00,6.49,63.58,0.09
2023-09-03 11:00:00,7.15,60.62,0.06
2023-09-03 12:00:00,7.71,58.89,0.19
2023-09-03 13:00:00,7.37,58.22,-0.29
2023-09-03 14:00:00,10.66,47.01,-0.18
2023-09-03 15:00:00,11.44,46.2,0.3
2023-09-03 16:00:00,10.21,48.78,-0.08
2023-09-03 17:00:00,8.13,54.72,-0.43
2023-09-03 18:00:00,10.9,47.2,0.1
2023-09-03 19:00:00,6.85,58.78,-0.65
2023-09-03 20:00:00,6.19,63.05,-0.31
2023-09-03 21:00:00,4.94,68.63,-0.33
2023-09-03 22:00:00,4.74,69.88,-0.28
2023-09-03 23:00:00,5.47,67.99,0.04
2023-09-04 00:00:00,4.02,73.53,-0.28
2023-09-04 01:00:00,3.44,76.25,-0.34
2023-09-04 02:00:00,4.12,74.71,0.03
2023-09-04 03:00:00,3.96,75.79,0.08
2023-09-04 04:00:00,4.64,74.25,0.45
2023-09-04 05:00:00,2.68,83.93,0.24
2023-09-04 06:00:00,2.14,86.91,0.19
2023-09-04 07:00:00,1.48,90.15,0.04
2023-09-04 08:00:00,2.72,88.03,0.94
2023-09-04 09:00:00,6.64,72.45,2.05
2023-09-04 10:00:00,7.11,66.72,1.35
2023-09-04 11:00:00,7.97,61.39,1.01
2023-09-04 12:00:00,5.57,69.51,0.44
2023-09-04 13:00:00,8.87,62.42,2.09
2023-09-04 14:00:00,8.66,61.48,1.68
2023-09-04 15:00:00,9.62,56.6,1.43
2023-09-04 16:00:00,10.94,53.93,1.98
2023-09-04 17:00:00,8.01,56.28,-0.16
2023-09-04 18:00:00,9.15,56.47,0.96
2023-09-04 19:00:00,6.32,62.04,-0.41
2023-09-04 20:00:00,4.98,68.54,-0.32
2023-09-04 21:00:00,3.97,72.85,-0.45
2023-09-04 22:00:00,4.24,71.44,-0.46
2023-09-04 23:00:00,4.04,71.23,-0.69
2023-09-05 00:00:00,4.07,71.39,-0.63
2023-09-05 01:00:00,3.0,75.33,-0.94
2023-09-05 02:00:00,3.19,75.28,-0.75
2023-09-05 03:00:00,3.16,75.79,-0.69
2023-09-05 04:00:00,2.78,80.48,-0.24
2023-09-05 05:00:00,3.01,79.29,-0.22
2023-09-05 06:00:00,1.26,82.74,-1.35
2023-09-05 07:00:00,1.27,81.25,-1.59
2023-09-05 08:00:00,5.56,68.42,0.21
2023-09-05 09:00:00,5.92,67.75,0.42
2023-09-05 10:00:00,6.72,65.4,0.7
2023-09-05 11:00:00,7.23,63.64,0.81
2023-09-05 12:00:00,6.8,64.93,0.68
2023-09-05 13:00:00,7.09,60.08,-0.12
2023-09-05 14:00:00,11.05,48.21,0.53
2023-09-05 15:00:00,12.29,43.75,0.32
2023-09-05 16:00:00,12.21,46.06,0.96
2023-09-05 17:00:00,10.99,47.59,0.3
2023-09-05 18:00:00,10.37,48.82,0.08
2023-09-05 19:00:00,6.89,59.88,-0.36
2023-09-05 20:00:00,5.09,67.82,-0.36
2023-09-05 21:00:00,4.37,71.03,-0.41
2023-09-05 22:00:00,3.83,73.49,-0.46
2023-09-05 23:00:00,3.11,79.16,-0.15
2023-09-06 00:00:00,3.98,77.56,0.41
2023-09-06 01:00:00,2.37,84.78,0.08
2023-09-06 02:00:00,3.3,79.41,0.09
2023-09-06 03:00:00,2.48,81.85,-0.3
2023-09-06 04:00:00,3.05,80.69,0.06
2023-09-06 05:00:00,1.42,85.73,-0.71
2023-09-06 06:00:00,2.9,83.76,0.43
2023-09-06 07:00:00,1.92,87.09,0.0
2023-09-06 08:00:00,2.83,83.59,0.33
2023-09-06 09:00:00,3.54,83.81,1.07
2023-09-06 10:00:00,6.19,70.38,1.2
2023-09-06 11:00:00,7.94,65.17,1.81
2023-09-06 12:00:00,10.03,55.91,1.64
2023-09-06 13:00:00,9.31,57.09,1.26
2023-09-06 14:00:00,11.34,50.69,1.49
2023-09-06 15:00:00,10.81,50.4,0.92
2023-09-06 16:00:00,10.69,53.45,1.63
2023-09-06 17:00:00,8.11,57.83,0.31
2023-09-06 18:00:00,9.02,55.07,0.49
2023-09-06 19:00:00,5.87,66.02,0.02
2023-09-06 20:00:00,3.74,74.15,-0.43
2023-09-06 21:00:00,2.55,82.12,-0.19
2023-09-06 22:00:00,2.6,82.09,-0.15
2023-09-06 23:00:00,2.7,82.26,-0.02
2023-09-07 00:00:00,2.23,82.74,-0.4
2023-09-07 01:00:00,1.19,87.34,-0.68
2023-09-07 02:00:00,2.45,86.33,0.4
2023-09-07 03:00:00,2.47,83.07,-0.11
2023-09-07 04:00:00,2.37,86.47,0.35
2023-09-07 05:00:00,1.94,86.82,-0.02
2023-09-07 06:00:00,2.05,86.71,0.06
2023-09-07 07:00:00,1.44,90.44,0.04
2023-09-07 08:00:00,2.9,84.01,0.47
2023-09-07 09:00:00,6.11,69.45,0.95
2023-09-07 10:00:00,7.3,66.58,1.5
2023-09-07 11:00:00,6.56,66.28,0.73
2023-09-07 12:00:00,12.13,51.93,2.57
2023-09-07 13:00:00,11.37,50.59,1.49
2023-09-07 14:00:00,10.34,51.82,0.88
2023-09-07 15:00:00,9.12,54.95,0.56
2023-09-07 16:00:00,8.35,59.74,0.99
2023-09-07 17:00:00,10.46,51.53,0.91
2023-09-07 18:00:00,9.9,53.04,0.79
2023-09-07 19:00:00,5.26,69.33,0.1
2023-09-07 20:00:00,3.71,77.78,0.2
2023-09-07 21:00:00,2.94,81.27,0.04
2023-09-07 22:00:00,3.25,80.06,0.14
2023-09-07 23:00:00,2.72,84.04,0.3
2023-09-08 00:00:00,3.01,86.38,0.96
2023-09-08 01:00:00,3.01,83.22,0.45
2023-09-08 02:00:00,1.88,90.71,0.52
2023-09-08 03:00:00,2.25,89.58,0.71
2023-09-08 04:00:00,1.73,93.43,0.78
2023-09-08 05:00:00,2.26,93.12,1.26
2023-09-08 06:00:00,1.66,91.84,0.48
2023-09-08 07:00:00,1.8,92.46,0.71
2023-09-08 08:00:00,2.06,90.38,0.65
2023-09-08 09:00:00,4.0,87.25,2.07
2023-09-08 10:00:00,5.76,80.39,2.66
2023-09-08 11:00:00,8.4,65.46,2.31
2023-09-08 12:00:00,11.15,55.88,2.68
2023-09-08 13:00:00,9.88,55.25,1.34
2023-09-08 14:00:00,10.15,53.13,1.05
2023-09-08 15:00:00,11.23,49.52,1.07
2023-09-08 16:00:00,11.68,51.01,1.9
2023-09-08 17:00:00,10.47,52.98,1.3
2023-09-08 18:00:00,9.53,54.28,0.76
2023-09-08 19:00:00,4.9,71.08,0.11
2023-09-08 20:00:00,2.9,80.19,-0.17
2023-09-08 21:00:00,3.09,78.64,-0.25
2023-09-08 22:00:00,3.16,81.16,0.25
2023-09-08 23:00:00,2.9,81.77,0.09
2023-09-09 00:00:00,3.05,81.13,0.14
2023-09-09 01:00:00,2.47,82.76,-0.16
2023-09-09 02:00:00,3.72,79.31,0.47
2023-09-09 03:00:00,1.75,85.05,-0.49
2023-09-09 04:00:00,3.12,83.89,0.67
2023-09-09 05:00:00,3.66,79.38,0.43
2023-09-09 06:00:00,1.19,89.11,-0.41
2023-09-09 07:00:00,3.01,83.74,0.53
2023-09-09 08:00:00,4.42,79.9,1.26
2023-09-09 09:00:00,5.26,73.53,0.92
2023-09-09 10:00:00,7.38,68.64,2.0
2023-09-09 11:00:00,10.05,55.03,1.44
2023-09-09 12:00:00,13.12,47.04,2.09
2023-09-09 13:00:00,12.19,49.66,1.99
2023-09-09 14:00:00,12.15,47.38,1.3
2023-09-09 15:00:00,10.79,52.65,1.51
2023-09-09 16:00:00,11.34,50.68,1.49
2023-09-09 17:00:00,10.66,53.19,1.53
2023-09-09 18:00:00,9.01,57.52,1.09
2023-09-09 19:00:00,5.82,68.61,0.5
2023-09-09 20:00:00,4.54,75.04,0.51
2023-09-09 21:00:00,3.83,76.85,0.15
2023-09-09 22:00:00,2.98,82.85,0.35
2023-09-09 23:00:00,3.71,79.89,0.57
2023-09-10 00:00:00,3.46,79.65,0.28
2023-09-10 01:00:00,2.08,89.02,0.46
2023-09-10 02:00:00,3.35,80.67,0.35
2023-09-10 03:00:00,4.31,83.69,1.8
2023-09-10 04:00:00,2.7,87.82,0.89
2023-09-10 05:00:00,2.76,87.72,0.93
2023-09-10 06:00:00,2.9,90.19,1.46
2023-09-10 07:00:00,2.23,90.44,0.82
2023-09-10 08:00:00,2.17,90.96,0.85
2023-09-10 09:00:00,5.7,80.03,2.53
2023-09-10 10:00:00,8.11,69.13,2.8
2023-09-10 11:00:00,9.72,57.93,1.84
2023-09-10 12:00:00,9.26,60.04,1.92
2023-09-10 13:00:00,7.85,66.56,2.02
2023-09-10 14:00:00,10.11,59.08,2.49
2023-09-10 15:00:00,11.19,56.37,2.85
2023-09-10 16:00:00,9.77,56.28,1.49
2023-09-10 17:00:00,10.58,57.01,2.43
2023-09-10 18:00:00,6.46,70.74,1.54
2023-09-10 19:00:00,4.93,76.55,1.16
2023-09-10 20:00:00,4.3,79.15,1.01
2023-09-10 21:00:00,3.34,80.3,0.28
2023-09-10 22:00:00,3.22,85.95,1.1
2023-09-10 23:00:00,2.57,87.36,0.68
2023-09-11 00:00:00,3.34,88.41,1.6
2023-09-11 01:00:00,3.27,87.15,1.34
2023-09-11 02:00:00,2.51,87.39,0.63
2023-09-11 03:00:00,2.5,91.79,1.3
2023-09-11 04:00:00,2.73,90.33,1.31
2023-09-11 05:00:00,2.37,90.36,0.96
2023-09-11 06:00:00,1.5,92.31,0.39
2023-09-11 07:00:00,1.69,93.53,0.75
2023-09-11 08:00:00,3.05,89.58,1.51
2023-09-11 09:00:00,6.11,78.0,2.57
2023-09-11 10:00:00,5.31,82.76,2.62
2023-09-11 11:00:00,6.01,70.8,1.12
2023-09-11 12:00:00,6.14,71.0,1.28
2023-09-11 13:00:00,8.01,66.45,2.15
2023-09-11 14:00:00,8.5,68.1,2.96
2023-09-11 15:00:00,8.66,63.61,2.16
2023-09-11 16:00:00,10.56,55.98,2.16
2023-09-11 17:00:00,11.05,55.38,2.46
2023-09-11 18:00:00,6.76,65.8,0.82
2023-09-11 19:00:00,4.58,78.16,1.11
2023-09-11 20:00:00,3.44,83.86,0.97
2023-09-11 21:00:00,2.91,86.63,0.9
2023-09-11 22:00:00,2.69,86.19,0.61
2023-09-11 23:00:00,3.14,87.45,1.26
2023-09-12 00:00:00,3.04,84.02,0.6
2023-09-12 01:00:00,2.17,88.48,0.47
2023-09-12 02:00:00,2.7,85.17,0.46
2023-09-12 03:00:00,2.48,86.67,0.49
2023-09-12 04:00:00,2.34,87.36,0.45
2023-09-12 05:00:00,2.09,93.7,1.18
2023-09-12 06:00:00,1.68,95.27,1.0
2023-09-12 07:00:00,1.53,96.2,0.99
2023-09-12 08:00:00,1.19,96.41,0.68
2023-09-12 09:00:00,2.33,97.25,1.94
2023-09-12 10:00:00,3.9,95.2,3.21
2023-09-12 11:00:00,3.66,95.19,2.97
2023-09-12 12:00:00,3.26,95.06,2.54
2023-09-12 13:00:00,3.04,94.51,2.24
2023-09-12 14:00:00,3.18,94.3,2.35
2023-09-12 15:00:00,3.72,95.11,3.01
2023-09-12 16:00:00,2.4,96.64,1.92
2023-09-12 17:00:00,2.47,98.42,2.25
2023-09-12 18:00:00,2.51,97.02,2.09
2023-09-12 19:00:00,1.36,97.46,1.0
2023-09-12 20:00:00,1.83,97.97,1.54
2023-09-12 21:00:00,1.39,98.21,1.13
2023-09-12 22:00:00,1.99,97.45,1.63
2023-09-12 23:00:00,2.15,97.53,1.8
2023-09-13 00:00:00,1.22,98.0,0.93
2023-09-13 01:00:00,0.8,97.97,0.51
2023-09-13 02:00:00,0.51,98.17,0.25
2023-09-13 03:00:00,-0.09,98.25,-0.34
2023-09-13 04:00:00,-0.08,98.13,-0.35
2023-09-13 05:00:00,-0.73,98.04,-1.0
2023-09-13 06:00:00,-0.71,98.12,-0.98
2023-09-13 07:00:00,-1.36,98.45,-1.58
2023-09-13 08:00:00,0.44,98.76,0.26
2023-09-13 09:00:00,3.36,97.74,3.04
2023-09-13 10:00:00,3.76,97.02,3.33
2023-09-13 11:00:00,7.69,98.28,7.44
2023-09-13 12:00:00,10.62,86.37,8.44
2023-09-13 13:00:00,9.47,48.64,-0.8
2023-09-13 14:00:00,11.14,43.8,-0.71
2023-09-13 15:00:00,8.51,51.7,-0.86
2023-09-13 16:00:00,11.19,43.28,-0.83
2023-09-13 17:00:00,8.29,47.98,-2.07
2023-09-13 18:00:00,8.26,51.5,-1.13
2023-09-13 19:00:00,4.74,65.41,-1.19
2023-09-13 20:00:00,4.97,58.76,-2.42
2023-09-13 21:00:00,4.51,61.03,-2.35
2023-09-13 22:00:00,3.24,68.87,-1.92
2023-09-13 23:00:00,2.1,71.24,-2.56
2023-09-14 00:00:00,1.29,77.22,-2.25
2023-09-14 01:00:00,1.34,77.53,-2.15
2023-09-14 02:00:00,1.52,78.79,-1.76
2023-09-14 03:00:00,1.58,77.15,-1.98
2023-09-14 04:00:00,0.53,80.56,-2.43
2023-09-14 05:00:00,0.26,82.51,-2.37
2023-09-14 06:00:00,0.74,80.24,-2.28
2023-09-14 07:00:00,-0.13,82.61,-2.73
2023-09-14 08:00:00,1.09,83.99,-1.32
2023-09-14 09:00:00,4.82,72.36,0.27
2023-09-14 10:00:00,6.91,65.43,0.89
2023-09-14 11:00:00,8.04,59.43,0.62
2023-09-14 12:00:00,10.03,52.31,0.72
2023-09-14 13:00:00,11.94,48.86,1.54
2023-09-14 14:00:00,12.05,44.49,0.34
2023-09-14 15:00:00,9.5,51.42,-0.01
2023-09-14 16:00:00,11.4,45.64,0.09
2023-09-14 17:00:00,10.72,47.89,0.13
2023-09-14 18:00:00,10.32,50.04,0.37
2023-09-14 19:00:00,6.3,63.4,-0.13
2023-09-14 20:00:00,3.94,73.87,-0.29
2023-09-14 21:00:00,3.81,76.76,0.11
2023-09-14 22:00:00,4.37,72.11,-0.2
2023-09-14 23:00:00,3.66,74.44,-0.45
2023-09-15 00:00:00,2.51,79.94,-0.6
2023-09-15 01:00:00,1.62,84.02,-0.79
2023-09-15 02:00:00,0.88,86.88,-1.06
2023-09-15 03:00:00,0.51,87.46,-1.33
2023-09-15 04:00:00,0.72,86.34,-1.3
2023-09-15 05:00:00,1.06,84.57,-1.25
2023-09-15 06:00:00,0.51,86.56,-1.48
2023-09-15 07:00:00,-0.24,91.93,-1.4
2023-09-15 08:00:00,1.79,85.19,-0.43
2023-09-15 09:00:00,5.12,75.28,1.12
2023-09-15 10:00:00,8.07,64.52,1.79
2023-09-15 11:00:00,10.07,56.5,1.82
2023-09-15 12:00:00,12.13,48.9,1.72
2023-09-15 13:00:00,13.08,46.17,1.79
2023-09-15 14:00:00,14.7,41.54,1.78
2023-09-15 15:00:00,10.47,50.43,0.61
2023-09-15 16:00:00,12.97,44.27,1.11
2023-09-15 17:00:00,12.36,45.15,0.82
2023-09-15 18:00:00,8.04,56.66,-0.04
2023-09-15 19:00:00,4.99,68.62,-0.29
2023-09-15 20:00:00,3.27,78.18,-0.16
2023-09-15 21:00:00,2.89,79.02,-0.39
2023-09-15 22:00:00,1.98,83.32,-0.54
2023-09-15 23:00:00,2.47,82.89,-0.14
2023-09-16 00:00:00,2.98,81.69,0.16
2023-09-16 01:00:00,2.1,86.76,0.12
2023-09-16 02:00:00,1.61,91.49,0.37
2023-09-16 03:00:00,1.36,90.36,-0.05
2023-09-16 04:00:00,1.69,87.62,-0.15
2023-09-16 05:00:00,1.16,95.6,0.53
2023-09-16 06:00:00,0.8,93.21,-0.18
2023-09-16 07:00:00,-0.22,94.79,-0.96
2023-09-16 08:00:00,1.34,96.72,0.88
2023-09-16 09:00:00,3.98,85.57,1.79
2023-09-16 10:00:00,10.21,59.32,2.64
2023-09-16 11:00:00,6.58,67.33,0.97
2023-09-16 12:00:00,13.22,46.51,2.02
2023-09-16 13:00:00,9.9,52.81,0.73
2023-09-16 14:00:00,12.26,48.63,1.76
2023-09-16 15:00:00,10.9,49.17,0.67
2023-09-16 16:00:00,7.63,59.2,0.19
2023-09-16 17:00:00,12.77,45.92,1.43
2023-09-16 18:00:00,4.01,75.09,0.01
2023-09-16 19:00:00,3.23,82.4,0.53
2023-09-16 20:00:00,1.9,88.32,0.17
2023-09-16 21:00:00,1.55,88.23,-0.18
2023-09-16 22:00:00,1.39,88.9,-0.24
2023-09-16 23:00:00,1.58,89.47,0.04
2023-09-17 00:00:00,2.71,85.35,0.5
2023-09-17 01:00:00,1.92,89.07,0.31
2023-09-17 02:00:00,1.47,92.86,0.44
2023-09-17 03:00:00,1.83,93.51,0.89
2023-09-17 04:00:00,1.23,93.95,0.37
2023-09-17 05:00:00,1.05,95.56,0.41
2023-09-17 06:00:00,-0.25,93.74,-1.14
2023-09-17 07:00:00,0.77,96.42,0.26
2023-09-17 08:00:00,3.0,89.52,1.44
2023-09-17 09:00:00,3.83,88.42,2.09
2023-09-17 10:00:00,5.92,76.41,2.1
2023-09-17 11:00:00,6.23,72.22,1.61
2023-09-17 12:00:00,9.42,61.2,2.33
2023-09-17 13:00:00,12.81,49.39,2.49
2023-09-17 14:00:00,10.41,54.37,1.6
2023-09-17 15:00:00,7.79,59.53,0.41
2023-09-17 16:00:00,10.54,53.42,1.48
2023-09-17 17:00:00,11.48,48.75,1.07
2023-09-17 18:00:00,8.21,57.45,0.31
2023-09-17 19:00:00,2.29,82.72,-0.35
2023-09-17 20:00:00,1.38,89.18,-0.21
2023-09-17 21:00:00,1.06,90.88,-0.26
2023-09-17 22:00:00,0.6,92.26,-0.51
2023-09-17 23:00:00,1.28,92.39,0.18
2023-09-18 00:00:00,0.76,90.26,-0.66
2023-09-18 01:00:00,1.24,92.69,0.19
2023-09-18 02:00:00,1.45,94.49,0.66
2023-09-18 03:00:00,1.39,93.52,0.46
2023-09-18 04:00:00,0.77,96.24,0.24
2023-09-18 05:00:00,0.34,94.49,-0.44
2023-09-18 06:00:00,0.36,93.58,-0.56
2023-09-18 07:00:00,-0.6,94.0,-1.45
2023-09-18 08:00:00,1.37,90.0,-0.09
2023-09-18 09:00:00,5.76,81.93,2.92
2023-09-18 10:00:00,7.0,67.03,1.31
2023-09-18 11:00:00,6.84,66.79,1.11
2023-09-18 12:00:00,9.86,56.23,1.56
2023-09-18 13:00:00,8.12,58.07,0.38
2023-09-18 14:00:00,6.62,61.95,-0.14
2023-09-18 15:00:00,5.74,64.36,-0.46
2023-09-18 16:00:00,5.41,65.53,-0.52
2023-09-18 17:00:00,8.08,57.83,0.28
2023-09-18 18:00:00,6.34,63.24,-0.13
2023-09-18 19:00:00,2.83,77.17,-0.77
2023-09-18 20:00:00,1.39,85.3,-0.81
2023-09-18 21:00:00,1.2,89.09,-0.4
2023-09-18 22:00:00,0.8,89.7,-0.7
2023-09-18 23:00:00,0.69,90.51,-0.69
2023-09-19 00:00:00,1.12,87.94,-0.65
2023-09-19 01:00:00,0.26,93.34,-0.69
2023-09-19 02:00:00,1.16,90.08,-0.29
2023-09-19 03:00:00,-0.27,94.22,-1.09
2023-09-19 04:00:00,0.16,95.68,-0.45
2023-09-19 05:00:00,-0.7,93.04,-1.69
2023-09-19 06:00:00,-0.92,94.62,-1.68
2023-09-19 07:00:00,-0.84,95.17,-1.52
2023-09-19 08:00:00,0.1,94.48,-0.69
2023-09-19 09:00:00,5.18,75.81,1.26
2023-09-19 10:00:00,4.56,79.28,1.29
2023-09-19 11:00:00,8.6,65.44,2.5
2023-09-19 12:00:00,7.92,61.68,1.03
2023-09-19 13:00:00,9.57,56.06,1.25
2023-09-19 14:00:00,11.66,50.5,1.73
