time,Tair,RH,ludian
2023-07-24 22:00:00,2.8,85.95,0.69
2023-07-24 23:00:00,2.71,86.02,0.61
2023-07-25 00:00:00,1.9,87.54,0.05
2023-07-25 01:00:00,1.56,90.27,0.14
2023-07-25 02:00:00,1.73,89.29,0.16
2023-07-25 03:00:00,1.57,89.43,0.02
2023-07-25 04:00:00,1.56,90.39,0.16
2023-07-25 05:00:00,1.45,88.5,-0.24
2023-07-25 06:00:00,1.58,87.7,-0.24
2023-07-25 07:00:00,0.87,93.27,-0.1
2023-07-25 08:00:00,1.75,85.73,-0.38
2023-07-25 09:00:00,1.98,85.24,-0.24
2023-07-25 10:00:00,1.91,87.62,0.08
2023-07-25 11:00:00,2.11,88.86,0.46
2023-07-25 12:00:00,2.34,88.12,0.57
2023-07-25 13:00:00,2.45,87.21,0.54
2023-07-25 14:00:00,3.11,85.38,0.89
2023-07-25 15:00:00,3.54,84.28,1.14
2023-07-25 16:00:00,3.82,81.76,0.99
2023-07-25 17:00:00,4.05,80.78,1.05
2023-07-25 18:00:00,3.57,82.8,0.92
2023-07-25 19:00:00,3.01,84.64,0.68
2023-07-25 20:00:00,2.62,86.07,0.52
2023-07-25 21:00:00,2.45,86.33,0.4
2023-07-25 22:00:00,2.62,83.85,0.16
2023-07-25 23:00:00,2.31,85.49,0.13
2023-07-26 00:00:00,2.0,87.79,0.19
2023-07-26 01:00:00,1.73,89.17,0.14
2023-07-26 02:00:00,1.79,87.12,-0.13
2023-07-26 03:00:00,1.29,91.56,0.07
2023-07-26 04:00:00,1.67,86.34,-0.36
2023-07-26 05:00:00,1.69,90.46,0.29
2023-07-26 06:00:00,1.2,88.32,-0.52
2023-07-26 07:00:00,1.19,90.84,-0.15
2023-07-26 08:00:00,1.01,92.76,-0.03
2023-07-26 09:00:00,1.11,91.51,-0.12
2023-07-26 10:00:00,1.65,92.09,0.51
2023-07-26 11:00:00,2.06,89.78,0.56
2023-07-26 12:00:00,3.3,81.34,0.42
2023-07-26 13:00:00,3.2,84.54,0.85
2023-07-26 14:00:00,3.32,85.18,1.07
2023-07-26 15:00:00,3.76,83.9,1.3
2023-07-26 16:00:00,3.14,87.07,1.2
2023-07-26 17:00:00,3.65,85.47,1.45
2023-07-26 18:00:00,3.64,85.3,1.4
2023-07-26 19:00:00,3.75,82.93,1.12
2023-07-26 20:00:00,3.63,82.74,0.97
2023-07-26 21:00:00,3.12,87.07,1.17
2023-07-26 22:00:00,2.39,93.65,1.47
2023-07-26 23:00:00,2.9,86.76,0.91
2023-07-27 00:00:00,2.59,87.21,0.68
2023-07-27 01:00:00,1.84,92.87,0.81
2023-07-27 02:00:00,1.87,87.46,0.01
2023-07-27 03:00:00,2.01,85.36,-0.19
2023-07-27 04:00:00,1.04,96.5,0.54
2023-07-27 05:00:00,1.13,89.05,-0.47
2023-07-27 06:00:00,1.02,88.11,-0.73
2023-07-27 07:00:00,1.34,86.22,-0.71
2023-07-27 08:00:00,2.15,81.65,-0.66
2023-07-27 09:00:00,3.12,78.7,-0.21
2023-07-27 10:00:00,3.55,75.67,-0.34
2023-07-27 11:00:00,3.58,74.6,-0.51
2023-07-27 12:00:00,4.4,68.85,-0.82
2023-07-27 13:00:00,5.22,74.54,1.07
2023-07-27 14:00:00,5.73,68.22,0.34
2023-07-27 15:00:00,7.16,62.03,0.38
2023-07-27 16:00:00,6.69,67.42,1.09
2023-07-27 17:00:00,6.48,67.11,0.83
2023-07-27 18:00:00,5.33,75.12,1.28
2023-07-27 19:00:00,5.11,77.26,1.46
2023-07-27 20:00:00,4.03,84.23,1.61
2023-07-27 21:00:00,2.2,86.49,0.18
2023-07-27 22:00:00,1.14,89.96,-0.33
2023-07-27 23:00:00,1.14,91.32,-0.12
2023-07-28 00:00:00,0.29,94.54,-0.48
2023-07-28 01:00:00,0.44,95.28,-0.23
2023-07-28 02:00:00,1.02,91.28,-0.24
2023-07-28 03:00:00,0.86,89.86,-0.62
2023-07-28 04:00:00,0.86,90.23,-0.56
2023-07-28 05:00:00,0.5,88.63,-1.16
2023-07-28 06:00:00,1.08,90.45,-0.31
2023-07-28 07:00:00,0.77,96.08,0.22
2023-07-28 08:00:00,1.06,92.65,0.0
2023-07-28 09:00:00,1.4,90.21,-0.03
2023-07-28 10:00:00,2.65,85.43,0.45
2023-07-28 11:00:00,3.26,84.44,0.9
2023-07-28 12:00:00,3.01,84.47,0.65
2023-07-28 13:00:00,2.5,85.87,0.38
2023-07-28 14:00:00,3.2,84.84,0.9
2023-07-28 15:00:00,4.41,80.1,1.29
2023-07-28 16:00:00,3.65,83.36,1.09
2023-07-28 17:00:00,3.62,85.54,1.42
2023-07-28 18:00:00,1.95,89.23,0.37
2023-07-28 19:00:00,0.9,92.74,-0.15
2023-07-28 20:00:00,0.76,94.64,0.0
2023-07-28 21:00:00,0.65,94.59,-0.13
2023-07-28 22:00:00,0.86,94.06,0.01
2023-07-28 23:00:00,0.91,95.46,0.26
2023-07-29 00:00:00,0.78,98.12,0.51
2023-07-29 01:00:00,0.73,98.36,0.5
2023-07-29 02:00:00,0.94,97.75,0.63
2023-07-29 03:00:00,1.16,95.38,0.5
2023-07-29 04:00:00,1.21,94.83,0.47
2023-07-29 05:00:00,1.47,90.31,0.06
2023-07-29 06:00:00,1.24,88.8,-0.4
2023-07-29 07:00:00,0.93,97.07,0.51
2023-07-29 08:00:00,1.89,87.85,0.09
2023-07-29 09:00:00,2.09,88.82,0.44
2023-07-29 10:00:00,3.04,81.25,0.14
2023-07-29 11:00:00,4.08,74.76,0.01
2023-07-29 12:00:00,5.45,72.58,0.93
2023-07-29 13:00:00,4.54,76.24,0.72
2023-07-29 14:00:00,5.09,77.42,1.48
2023-07-29 15:00:00,5.05,71.96,0.42
2023-07-29 16:00:00,5.79,75.96,1.89
2023-07-29 17:00:00,5.54,76.09,1.66
2023-07-29 18:00:00,5.05,79.45,1.79
2023-07-29 19:00:00,3.52,84.89,1.22
2023-07-29 20:00:00,3.4,84.94,1.11
2023-07-29 21:00:00,2.93,88.93,1.28
2023-07-29 22:00:00,2.95,86.01,0.84
2023-07-29 23:00:00,2.87,89.37,1.29
2023-07-30 00:00:00,2.86,86.93,0.9
2023-07-30 01:00:00,3.08,83.95,0.64
2023-07-30 02:00:00,2.54,85.02,0.28
2023-07-30 03:00:00,1.76,93.15,0.77
2023-07-30 04:00:00,2.08,91.11,0.78
2023-07-30 05:00:00,1.63,95.87,1.04
2023-07-30 06:00:00,1.54,95.07,0.84
2023-07-30 07:00:00,1.66,96.41,1.15
2023-07-30 08:00:00,1.65,95.84,1.05
2023-07-30 09:00:00,2.32,92.81,1.27
2023-07-30 10:00:00,3.54,87.54,1.67
2023-07-30 11:00:00,3.96,79.43,0.73
2023-07-30 12:00:00,4.37,77.74,0.82
2023-07-30 13:00:00,3.74,83.84,1.26
2023-07-30 14:00:00,5.52,78.36,2.05
2023-07-30 15:00:00,5.77,73.07,1.33
2023-07-30 16:00:00,6.08,69.83,1.0
2023-07-30 17:00:00,6.17,71.3,1.37
2023-07-30 18:00:00,4.61,86.09,2.49
2023-07-30 19:00:00,4.3,87.25,2.38
2023-07-30 20:00:00,3.81,88.55,2.1
2023-07-30 21:00:00,3.52,89.15,1.9
2023-07-30 22:00:00,3.71,91.12,2.4
2023-07-30 23:00:00,3.54,91.0,2.21
2023-07-31 00:00:00,2.68,95.44,2.02
2023-07-31 01:00:00,2.88,91.55,1.64
2023-07-31 02:00:00,3.23,86.64,1.21
2023-07-31 03:00:00,2.0,89.82,0.5
2023-07-31 04:00:00,2.33,92.88,1.29
2023-07-31 05:00:00,1.94,95.54,1.3
2023-07-31 06:00:00,2.01,94.36,1.2
2023-07-31 07:00:00,2.16,89.08,0.55
2023-07-31 08:00:00,2.36,91.03,1.04
2023-07-31 09:00:00,2.38,93.03,1.37
2023-07-31 10:00:00,2.6,92.45,1.5
2023-07-31 11:00:00,3.16,87.39,1.27
2023-07-31 12:00:00,4.27,83.65,1.75
2023-07-31 13:00:00,4.29,80.51,1.24
2023-07-31 14:00:00,5.55,77.79,1.99
2023-07-31 15:00:00,4.3,81.95,1.49
2023-07-31 16:00:00,3.93,85.98,1.8
2023-07-31 17:00:00,3.92,88.18,2.15
2023-07-31 18:00:00,3.73,83.88,1.26
2023-07-31 19:00:00,4.41,86.44,2.34
2023-07-31 20:00:00,4.31,86.32,2.23
2023-07-31 21:00:00,3.79,84.7,1.45
2023-07-31 22:00:00,3.72,84.84,1.41
2023-07-31 23:00:00,3.95,86.75,1.95
2023-08-01 00:00:00,3.38,89.09,1.76
2023-08-01 01:00:00,3.19,85.72,1.04
2023-08-01 02:00:00,3.19,93.1,2.19
2023-08-01 03:00:00,3.13,91.58,1.89
2023-08-01 04:00:00,2.65,92.27,1.52
2023-08-01 05:00:00,1.98,93.78,1.09
2023-08-01 06:00:00,2.62,91.52,1.38
2023-08-01 07:00:00,2.19,91.9,1.01
2023-08-01 08:00:00,2.4,89.76,0.89
2023-08-01 09:00:00,2.21,89.76,0.7
2023-08-01 10:00:00,3.36,92.04,2.2
2023-08-01 11:00:00,3.28,91.86,2.08
2023-08-01 12:00:00,3.96,91.49,2.7
2023-08-01 13:00:00,4.88,81.78,2.04
2023-08-01 14:00:00,4.55,84.79,2.22
2023-08-01 15:00:00,5.54,80.29,2.42
2023-08-01 16:00:00,5.93,77.52,2.31
2023-08-01 17:00:00,5.48,83.53,2.92
2023-08-01 18:00:00,5.05,86.23,2.94
2023-08-01 19:00:00,4.49,86.14,2.38
2023-08-01 20:00:00,4.16,86.67,2.14
2023-08-01 21:00:00,4.05,86.12,1.94
2023-08-01 22:00:00,3.67,92.35,2.55
2023-08-01 23:00:00,3.52,85.59,1.33
2023-08-02 00:00:00,3.25,87.37,1.36
2023-08-02 01:00:00,3.25,87.78,1.42
2023-08-02 02:00:00,3.02,88.9,1.37
2023-08-02 03:00:00,3.13,87.22,1.22
2023-08-02 04:00:00,2.72,91.95,1.54
2023-08-02 05:00:00,2.19,90.68,0.83
2023-08-02 06:00:00,1.87,93.43,0.92
2023-08-02 07:00:00,2.2,91.88,1.02
2023-08-02 08:00:00,2.28,91.95,1.11
2023-08-02 09:00:00,2.76,89.51,1.2
2023-08-02 10:00:00,3.17,86.31,1.11
2023-08-02 11:00:00,3.53,85.88,1.39
2023-08-02 12:00:00,4.47,86.31,2.39
2023-08-02 13:00:00,3.33,87.69,1.48
2023-08-02 14:00:00,3.28,87.94,1.48
2023-08-02 15:00:00,4.82,84.73,2.47
2023-08-02 16:00:00,4.78,86.39,2.71
2023-08-02 17:00:00,4.18,87.62,2.31
2023-08-02 18:00:00,3.51,87.51,1.63
2023-08-02 19:00:00,4.18,83.16,1.58
2023-08-02 20:00:00,3.26,90.5,1.86
2023-08-02 21:00:00,2.95,95.14,2.25
2023-08-02 22:00:00,2.16,91.58,0.94
2023-08-02 23:00:00,1.97,90.35,0.55
2023-08-03 00:00:00,1.81,92.07,0.66
2023-08-03 01:00:00,2.3,89.01,0.67
2023-08-03 02:00:00,2.38,89.0,0.75
2023-08-03 03:00:00,1.95,90.88,0.62
2023-08-03 04:00:00,2.25,90.06,0.79
2023-08-03 05:00:00,1.58,90.9,0.25
2023-08-03 06:00:00,1.58,91.53,0.35
2023-08-03 07:00:00,1.74,92.03,0.58
2023-08-03 08:00:00,2.32,90.18,0.88
2023-08-03 09:00:00,3.35,85.8,1.2
2023-08-03 10:00:00,2.97,89.12,1.35
2023-08-03 11:00:00,3.37,91.89,2.18
2023-08-03 12:00:00,3.46,88.18,1.69
2023-08-03 13:00:00,4.72,85.75,2.54
2023-08-03 14:00:00,4.65,84.6,2.28
2023-08-03 15:00:00,4.82,83.94,2.34
2023-08-03 16:00:00,4.8,82.77,2.13
2023-08-03 17:00:00,4.3,86.98,2.32
2023-08-03 18:00:00,4.56,83.84,2.07
2023-08-03 19:00:00,3.93,87.47,2.04
2023-08-03 20:00:00,3.8,86.33,1.74
2023-08-03 21:00:00,3.26,86.87,1.28
2023-08-03 22:00:00,1.64,92.58,0.57
2023-08-03 23:00:00,1.2,93.84,0.32
2023-08-04 00:00:00,1.58,93.44,0.64
2023-08-04 01:00:00,1.9,92.75,0.85
2023-08-04 02:00:00,2.46,89.93,0.97
2023-08-04 03:00:00,2.09,92.06,0.94
2023-08-04 04:00:00,1.81,94.05,0.96
2023-08-04 05:00:00,1.14,94.65,0.38
2023-08-04 06:00:00,0.8,95.82,0.21
2023-08-04 07:00:00,1.31,94.16,0.47
2023-08-04 08:00:00,2.01,91.98,0.85
2023-08-04 09:00:00,1.87,93.15,0.88
2023-08-04 10:00:00,2.87,91.56,1.63
2023-08-04 11:00:00,2.86,92.75,1.8
2023-08-04 12:00:00,3.88,89.11,2.26
2023-08-04 13:00:00,5.1,81.19,2.15
2023-08-04 14:00:00,4.38,86.99,2.41
2023-08-04 15:00:00,4.08,86.34,2.01
2023-08-04 16:00:00,4.24,87.01,2.28
2023-08-04 17:00:00,4.29,87.5,2.4
2023-08-04 18:00:00,3.62,86.63,1.61
2023-08-04 19:00:00,3.35,87.84,1.53
2023-08-04 20:00:00,3.44,86.88,1.47
2023-08-04 21:00:00,3.09,89.75,1.57
2023-08-04 22:00:00,2.98,91.88,1.79
2023-08-04 23:00:00,3.15,90.46,1.74
2023-08-05 00:00:00,2.72,94.79,1.97
2023-08-05 01:00:00,2.43,96.75,1.96
2023-08-05 02:00:00,2.27,97.23,1.87
2023-08-05 03:00:00,2.27,96.79,1.81
2023-08-05 04:00:00,2.12,97.45,1.76
2023-08-05 05:00:00,2.52,94.3,1.7
2023-08-05 06:00:00,2.19,96.03,1.62
2023-08-05 07:00:00,2.4,96.24,1.86
2023-08-05 08:00:00,2.88,89.48,1.33
2023-08-05 09:00:00,3.43,90.8,2.07
2023-08-05 10:00:00,4.31,83.4,1.75
2023-08-05 11:00:00,4.94,81.46,2.03
2023-08-05 12:00:00,4.95,82.75,2.27
2023-08-05 13:00:00,4.78,82.07,1.99
2023-08-05 14:00:00,5.65,83.33,3.06
2023-08-05 15:00:00,5.57,82.91,2.9
2023-08-05 16:00:00,5.5,85.31,3.24
2023-08-05 17:00:00,5.62,81.35,2.68
2023-08-05 18:00:00,4.81,87.25,2.87
2023-08-05 19:00:00,4.37,87.56,2.49
2023-08-05 20:00:00,4.1,89.47,2.53
2023-08-05 21:00:00,3.91,90.25,2.46
2023-08-05 22:00:00,3.72,90.35,2.29
2023-08-05 23:00:00,3.53,90.24,2.09
2023-08-06 00:00:00,3.39,90.53,1.99
2023-08-06 01:00:00,3.24,90.33,1.81
2023-08-06 02:00:00,2.8,92.91,1.77
2023-08-06 03:00:00,2.83,92.2,1.69
2023-08-06 04:00:00,2.69,91.47,1.44
2023-08-06 05:00:00,2.03,92.97,1.01
2023-08-06 06:00:00,1.79,94.73,1.03
2023-08-06 07:00:00,1.83,95.05,1.12
2023-08-06 08:00:00,2.09,93.64,1.17
2023-08-06 09:00:00,2.3,94.34,1.48
2023-08-06 10:00:00,2.83,91.78,1.63
2023-08-06 11:00:00,2.72,91.56,1.49
2023-08-06 12:00:00,3.09,91.03,1.77
2023-08-06 13:00:00,3.64,92.08,2.47
2023-08-06 14:00:00,4.14,89.18,2.52
2023-08-06 15:00:00,4.2,87.96,2.39
2023-08-06 16:00:00,2.71,91.59,1.48
2023-08-06 17:00:00,2.47,88.98,0.84
2023-08-06 18:00:00,1.69,91.56,0.47
2023-08-06 19:00:00,2.19,93.77,1.29
2023-08-06 20:00:00,1.97,93.63,1.05
2023-08-06 21:00:00,1.76,94.8,1.02
2023-08-06 22:00:00,1.9,94.68,1.13
2023-08-06 23:00:00,1.95,94.44,1.15
2023-08-07 00:00:00,1.94,97.67,1.61
2023-08-07 01:00:00,1.65,95.64,1.03
2023-08-07 02:00:00,2.03,93.97,1.16
2023-08-07 03:00:00,1.87,94.7,1.11
2023-08-07 04:00:00,1.6,93.49,0.66
2023-08-07 05:00:00,1.79,95.97,1.21
2023-08-07 06:00:00,2.1,92.95,1.08
2023-08-07 07:00:00,1.98,87.77,0.16
2023-08-07 08:00:00,2.5,85.93,0.38
2023-08-07 09:00:00,3.57,80.41,0.52
2023-08-07 10:00:00,4.32,76.34,0.53
2023-08-07 11:00:00,4.9,76.3,1.09
2023-08-07 12:00:00,5.43,73.48,1.08
2023-08-07 13:00:00,5.79,70.68,0.88
2023-08-07 14:00:00,6.26,75.85,2.33
2023-08-07 15:00:00,6.93,73.39,2.51
2023-08-07 16:00:00,7.59,70.3,2.54
2023-08-07 17:00:00,6.84,73.41,2.43
2023-08-07 18:00:00,5.25,79.72,2.04
2023-08-07 19:00:00,5.14,78.73,1.75
2023-08-07 20:00:00,3.09,92.27,1.96
2023-08-07 21:00:00,3.2,85.82,1.06
2023-08-07 22:00:00,3.44,82.98,0.83
2023-08-07 23:00:00,3.61,82.06,0.84
2023-08-08 00:00:00,3.13,85.03,0.86
2023-08-08 01:00:00,2.54,88.67,0.86
2023-08-08 02:00:00,2.8,89.05,1.18
2023-08-08 03:00:00,3.34,84.74,1.02
2023-08-08 04:00:00,2.27,90.67,0.9
2023-08-08 05:00:00,1.82,91.38,0.56
2023-08-08 06:00:00,2.0,90.65,0.63
2023-08-08 07:00:00,2.02,91.71,0.81
2023-08-08 08:00:00,2.24,89.24,0.65
2023-08-08 09:00:00,3.43,81.19,0.51
2023-08-08 10:00:00,3.02,87.24,1.11
2023-08-08 11:00:00,3.1,84.28,0.71
2023-08-08 12:00:00,4.36,78.02,0.87
2023-08-08 13:00:00,5.11,81.0,2.12
2023-08-08 14:00:00,5.7,78.5,2.26
2023-08-08 15:00:00,6.4,74.1,2.13
2023-08-08 16:00:00,6.44,76.55,2.63
2023-08-08 17:00:00,6.61,78.23,3.1
2023-08-08 18:00:00,6.41,78.8,3.0
2023-08-08 19:00:00,5.24,79.13,1.93
2023-08-08 20:00:00,3.87,83.23,1.29
2023-08-08 21:00:00,3.62,82.56,0.93
2023-08-08 22:00:00,3.7,85.28,1.46
2023-08-08 23:00:00,3.34,86.51,1.31
2023-08-09 00:00:00,2.87,92.79,1.82
2023-08-09 01:00:00,3.66,90.19,2.21
2023-08-09 02:00:00,3.21,92.46,2.11
2023-08-09 03:00:00,3.12,88.17,1.35
2023-08-09 04:00:00,2.4,96.14,1.84
2023-08-09 05:00:00,3.03,93.73,2.12
2023-08-09 06:00:00,2.82,94.33,2.0
2023-08-09 07:00:00,2.45,91.48,1.2
2023-08-09 08:00:00,2.88,92.02,1.71
2023-08-09 09:00:00,2.85,88.73,1.18
2023-08-09 10:00:00,4.01,84.97,1.71
2023-08-09 11:00:00,4.96,83.33,2.38
2023-08-09 12:00:00,3.76,84.74,1.43
2023-08-09 13:00:00,4.08,82.4,1.35
2023-08-09 14:00:00,5.52,76.92,1.8
2023-08-09 15:00:00,6.89,73.69,2.52
2023-08-09 16:00:00,6.85,74.99,2.73
2023-08-09 17:00:00,4.34,79.6,1.13
2023-08-09 18:00:00,4.05,87.92,2.23
2023-08-09 19:00:00,6.02,82.67,3.3
2023-08-09 20:00:00,4.91,91.17,3.6
2023-08-09 21:00:00,3.98,84.19,1.55
2023-08-09 22:00:00,3.98,82.84,1.33
2023-08-09 23:00:00,4.06,82.7,1.39
2023-08-10 00:00:00,3.88,82.65,1.2
2023-08-10 01:00:00,3.23,85.72,1.07
2023-08-10 02:00:00,3.78,86.27,1.7
2023-08-10 03:00:00,3.26,89.51,1.71
2023-08-10 04:00:00,3.5,87.84,1.68
2023-08-10 05:00:00,3.27,89.63,1.73
2023-08-10 06:00:00,3.35,88.46,1.63
2023-08-10 07:00:00,3.16,90.62,1.77
2023-08-10 08:00:00,3.62,86.58,1.6
2023-08-10 09:00:00,3.44,85.99,1.32
2023-08-10 10:00:00,3.41,90.01,1.93
2023-08-10 11:00:00,3.92,86.07,1.81
2023-08-10 12:00:00,4.23,83.16,1.63
2023-08-10 13:00:00,5.72,77.2,2.05
2023-08-10 14:00:00,5.01,85.02,2.7
2023-08-10 15:00:00,4.76,85.54,2.55
2023-08-10 16:00:00,5.8,80.95,2.79
2023-08-10 17:00:00,5.76,83.1,3.12
2023-08-10 18:00:00,5.36,84.22,2.91
2023-08-10 19:00:00,5.08,84.63,2.71
2023-08-10 20:00:00,4.67,89.83,3.15
2023-08-10 21:00:00,3.57,91.02,2.24
2023-08-10 22:00:00,3.5,88.29,1.75
2023-08-10 23:00:00,3.58,90.6,2.19
2023-08-11 00:00:00,3.73,89.14,2.11
2023-08-11 01:00:00,3.3,88.86,1.64
2023-08-11 02:00:00,3.06,95.24,2.37
2023-08-11 03:00:00,2.64,97.01,2.21
2023-08-11 04:00:00,2.76,94.46,1.96
2023-08-11 05:00:00,2.64,93.29,1.66
2023-08-11 06:00:00,2.47,94.18,1.63
2023-08-11 07:00:00,2.57,95.1,1.86
2023-08-11 08:00:00,2.3,96.0,1.73
2023-08-11 09:00:00,2.67,96.09,2.11
2023-08-11 10:00:00,2.7,95.67,2.08
2023-08-11 11:00:00,2.95,95.61,2.32
2023-08-11 12:00:00,3.52,91.46,2.27
2023-08-11 13:00:00,4.26,91.92,3.06
2023-08-11 14:00:00,4.56,89.55,2.99
2023-08-11 15:00:00,4.36,87.27,2.43
2023-08-11 16:00:00,5.85,85.75,3.65
2023-08-11 17:00:00,5.18,86.81,3.17
2023-08-11 18:00:00,4.45,91.3,3.16
2023-08-11 19:00:00,4.05,89.31,2.46
2023-08-11 20:00:00,3.16,92.36,2.04
2023-08-11 21:00:00,3.12,96.68,2.65
2023-08-11 22:00:00,2.74,96.89,2.3
2023-08-11 23:00:00,3.3,92.98,2.27
2023-08-12 00:00:00,2.84,97.04,2.42
2023-08-12 01:00:00,2.48,98.19,2.23
2023-08-12 02:00:00,2.58,97.42,2.22
2023-08-12 03:00:00,2.83,98.25,2.58
2023-08-12 04:00:00,2.45,96.59,1.96
2023-08-12 05:00:00,2.62,95.72,2.0
2023-08-12 06:00:00,2.83,94.42,2.02
2023-08-12 07:00:00,2.72,97.18,2.32
2023-08-12 08:00:00,3.07,98.81,2.9
2023-08-12 09:00:00,2.98,94.77,2.22
2023-08-12 10:00:00,4.33,90.72,2.95
2023-08-12 11:00:00,4.59,90.22,3.13
2023-08-12 12:00:00,5.6,83.47,3.03
2023-08-12 13:00:00,6.29,79.97,3.09
2023-08-12 14:00:00,7.55,72.66,2.97
2023-08-12 15:00:00,6.39,72.15,1.75
2023-08-12 16:00:00,7.22,70.53,2.23
2023-08-12 17:00:00,6.37,69.89,1.28
2023-08-12 18:00:00,5.72,82.65,3.01
2023-08-12 19:00:00,5.57,81.76,2.7
2023-08-12 20:00:00,3.62,88.7,1.93
2023-08-12 21:00:00,3.41,89.44,1.84
2023-08-12 22:00:00,4.05,85.42,1.82
2023-08-12 23:00:00,2.83,95.3,2.16
2023-08-13 00:00:00,2.91,91.94,1.73
2023-08-13 01:00:00,2.97,94.53,2.18
2023-08-13 02:00:00,2.64,91.83,1.44
2023-08-13 03:00:00,2.29,93.57,1.36
2023-08-13 04:00:00,2.29,96.51,1.79
2023-08-13 05:00:00,2.46,97.14,2.05
2023-08-13 06:00:00,2.77,97.93,2.48
2023-08-13 07:00:00,2.57,95.79,1.96
2023-08-13 08:00:00,3.08,94.31,2.25
2023-08-13 09:00:00,3.12,93.32,2.15
2023-08-13 10:00:00,5.26,84.3,2.83
2023-08-13 11:00:00,3.91,90.06,2.43
2023-08-13 12:00:00,5.42,81.9,2.58
2023-08-13 13:00:00,5.69,82.62,2.97
2023-08-13 14:00:00,5.67,84.39,3.25
2023-08-13 15:00:00,4.82,89.81,3.29
2023-08-13 16:00:00,5.96,86.02,3.81
2023-08-13 17:00:00,5.73,87.79,3.87
2023-08-13 18:00:00,4.37,84.21,1.95
