time,P_mb,ws,wd,Tair,RH,Pvapor_AVG,RS
2022/4/23 02:00,584.55,4.8995,91.52666667,-3.047166667,87.86666667,0.375,0.005666667
2022/4/23 03:00,584,5.456333333,70.28833333,-2.899166667,91.2,0.394,0.002833333
2022/4/23 04:00,583.45,6.658833333,100.4333333,-4.644,94.85,0.348333333,0.002833333
2022/4/23 05:00,583.2166667,5.012333333,81.9,-4.176666667,96.23333333,0.369666667,0.002833333
2022/4/23 06:00,583.2166667,4.750166667,97.79833333,-4.272833333,94.98333333,0.3615,0.256
2022/4/23 07:00,583.3666667,5.018166667,82.805,-4.355833333,92.36666667,0.348833333,26.3085
2022/4/23 08:00,583.8166667,4.6995,79.54166667,-3.274666667,89.38333333,0.373166667,185.5216667
2022/4/23 09:00,545.9666667,6.691666667,90.15,-2.2715,88.75,0.407166667,364.9833333
2022/4/23 10:00,491.7,8.635333333,87.26,-2.021,92.18333333,0.432666667,417.4833333
2022/4/23 11:00,428.15,6.769,80.19666667,-1.301666667,90.75,0.455,678.95
2022/4/23 12:00,407.1833333,3.870833333,158.1583333,0.153333333,83.34833333,0.490333333,779.2833333
2022/4/23 13:00,400.7333333,1.541,158.8533333,1.7335,77.98833333,0.538666667,732.9666667
2022/4/23 14:00,401.4666667,2.495,112.4833333,0.609166667,82.83666667,0.5285,759.5166667
2022/4/23 15:00,395.3,3.536333333,108.2333333,0.617833333,83.15,0.531166667,818.8833333
2022/4/23 16:00,472.0166667,2.793166667,162.4666667,1.695333333,73.69,0.507833333,501.4
2022/4/23 17:00,482.05,2.851666667,267.3,1.562833333,76.14,0.520333333,447.1
2022/4/23 18:00,579,2.800333333,146.72,-0.116166667,85.83333333,0.4925,174.6666667
2022/4/23 19:00,582.75,2.640666667,275.9333333,-1.388166667,93.81666667,0.466166667,31.767
2022/4/23 20:00,583.15,3.773666667,280.15,-1.907333333,96.65,0.4585,0.511666667
2022/4/23 21:00,583.4333333,1.187,257.8516667,-2.388,96.95,0.44,0.0085
2022/4/23 22:00,583.8333333,2.436,103.5333333,-2.771833333,96.83333333,0.424166667,0
2022/4/23 23:00,584.0166667,2.989,113.2333333,-2.533333333,96.31666667,0.431166667,0.002833333
2022/4/24 00:00,583.9333333,2.1,116.05,-2.3765,96.83333333,0.439833333,0.005666667
2022/4/24 01:00,583.5,2.407666667,112.5166667,-2.389333333,97.1,0.4405,0.002833333
2022/4/24 02:00,583.05,2.6365,98.19833333,-2.367666667,97.11666667,0.441333333,0.0055
2022/4/24 03:00,582.6,2.012666667,97.28333333,-2.426,97.01666667,0.438666667,0.002833333
2022/4/24 04:00,582.3,2.247166667,88.04166667,-2.4855,97.08333333,0.4365,0.005666667
2022/4/24 05:00,582.25,3.269,91.12666667,-2.385166667,97.06666667,0.4405,0.011166667
2022/4/24 06:00,582.65,3.312333333,203.97,-2.3315,97.18333333,0.443,0.125166667
2022/4/24 07:00,582.9,1.66,155.55,-2.347333333,97.13333333,0.442333333,19.3385
2022/4/24 08:00,583.3333333,3.584333333,90.63333333,-2.064666667,96.78333333,0.452666667,86.435
2022/4/24 09:00,559.7,4.6415,91.21666667,-1.445666667,96.33333333,0.476666667,276.8833333
2022/4/24 10:00,446.6,5.083833333,86.91666667,-1.016666667,94.93333333,0.4885,552.7166667
2022/4/24 11:00,382.9666667,4.743166667,82.14,-0.179666667,89.98333333,0.499833333,964.3166667
2022/4/24 12:00,359.0833333,6.055333333,79.845,-0.012166667,86.55,0.505666667,1202.833333
2022/4/24 13:00,354.2333333,5.567666667,68.53,0.235666667,85.71666667,0.5235,979.1666667
2022/4/24 14:00,360.5333333,4.391,69.095,0.7535,82.43333333,0.531666667,1018.5
2022/4/24 15:00,363.8333333,3.548666667,83.215,0.933,81.85,0.534666667,939.5
2022/4/24 16:00,395.0166667,2.142166667,125.3,1.247166667,80.82833333,0.539666667,748.7333333
2022/4/24 17:00,485.2666667,4.006,83.62166667,0.542666667,81.49666667,0.517333333,394.5833333
2022/4/24 18:00,575.7666667,5.273833333,68.57,0.377,85.58333333,0.5295,170.25
2022/4/24 19:00,581.3333333,5.794666667,67.52,-0.481166667,90.33333333,0.489666667,48.40666667
2022/4/24 20:00,581.7833333,3.7325,68.76333333,-0.896166667,94.03333333,0.489333333,0.651
2022/4/24 21:00,582.2166667,3.415833333,95.04333333,-1.447666667,96.48333333,0.4775,0.016833333
2022/4/24 22:00,582.4333333,4.223,78.56,-1.937,96.05,0.4545,0.005666667
2022/4/24 23:00,582.6166667,5.658666667,88.75,-2.506833333,94.1,0.422,0.016833333
2022/4/25 00:00,582.5333333,5.433,83.46333333,-2.481666667,93.86666667,0.422333333,0.005666667
2022/4/25 01:00,582.1333333,6.4325,71.79333333,-2.985666667,95.68333333,0.410666667,0.016833333
2022/4/25 02:00,581.9666667,5.413333333,81.60833333,-2.945666667,95.6,0.411833333,0.002833333
2022/4/25 03:00,581.7333333,5.364166667,80.1,-2.993,95.05,0.407833333,0.013833333
2022/4/25 04:00,581.5833333,3.891833333,78.045,-3.169666667,95.73333333,0.404,0.002833333
2022/4/25 05:00,581.6333333,5.1075,83.86,-3.468,95.78333333,0.393166667,0.025166667
2022/4/25 06:00,581.8166667,3.645333333,75.67833333,-3.530833333,95.63333333,0.390333333,0.203166667
2022/4/25 07:00,582.1166667,4.6705,86.62166667,-3.393666667,94.08333333,0.388666667,42.76966667
2022/4/25 08:00,582.5833333,4.531333333,76.59333333,-3.308833333,93.51666667,0.3895,123.6333333
2022/4/25 09:00,583.3,4.631166667,82.49,-3.238833333,93.28333333,0.391,230.1833333
2022/4/25 10:00,507.6333333,3.824666667,77.37666667,-2.839666667,92.23333333,0.401166667,346.8333333
2022/4/25 11:00,420.7833333,3.788333333,83.23833333,-2.246166667,90.31666667,0.415,605.5833333
2022/4/25 12:00,392.05,3.564666667,84.23,-1.682166667,87.93333333,0.425833333,760.4
2022/4/25 13:00,368.75,3.679,79.06166667,-0.7965,82.8,0.434666667,995.6666667
2022/4/25 14:00,432.1833333,3.767666667,81.58666667,-1.749833333,88.46666667,0.425666667,573.9166667
2022/4/25 15:00,415.0666667,3.645833333,80.08666667,-1.3615,86.51666667,0.431166667,695.1833333
2022/4/25 16:00,428.1666667,3.909333333,78.14,-1.686833333,87.61666667,0.423833333,600.35
2022/4/25 17:00,546.7833333,5.005666667,77.53333333,-2.289666667,90.73333333,0.415333333,291.45
2022/4/25 18:00,559.0166667,5.724,92.68333333,-2.901,92.21666667,0.399,227.7833333
2022/4/25 19:00,582.9,5.291,83.585,-3.198833333,95.33333333,0.401333333,55.831
2022/4/25 20:00,583.2666667,4.9955,79.165,-3.2915,94.83333333,0.395666667,0.898666667
2022/4/25 21:00,583.7666667,4.882,72.63166667,-3.520666667,96.3,0.393166667,0.008333333
2022/4/25 22:00,584.4,4.9605,81.31166667,-3.464833333,95.91666667,0.3935,0.005666667
2022/4/25 23:00,584.8,5.417333333,83.91166667,-3.322,95.91666667,0.399,0.008333333
2022/4/26 00:00,585.0666667,4.119,71.13833333,-3.494833333,95.78333333,0.392,0.008333333
2022/4/26 01:00,585.0333333,2.957333333,77.065,-3.5915,96.13333333,0.389833333,0.0085
2022/4/26 02:00,584.5666667,4.329166667,75.68833333,-3.769,95.58333333,0.381333333,0.002833333
2022/4/26 03:00,584.2833333,4.386666667,75.20666667,-4.046333333,95.3,0.3705,0.0085
2022/4/26 04:00,583.6333333,5.047333333,81.485,-4.704,95.51666667,0.349166667,0.0195
2022/4/26 05:00,583.8166667,3.6735,89.66333333,-4.98,95.6,0.34,0.002833333
2022/4/26 06:00,584,1.978166667,108.1833333,-4.836666667,95.68333333,0.345,0.328333333
2022/4/26 07:00,584.0833333,2.462166667,122.7833333,-4.964333333,95.15,0.339166667,35.71233333
2022/4/26 08:00,584.2666667,3.842666667,68.12166667,-4.186166667,89.25,0.342166667,201.7666667
2022/4/26 09:00,498.1666667,3.437,64.02666667,-2.93,80.92166667,0.349,495.4833333
2022/4/26 10:00,437.6,2.645,77.48666667,-1.871,75.21166667,0.357666667,633.7833333
2022/4/26 11:00,395.45,4.442666667,89.16666667,-1.985166667,78.67,0.370333333,852.2
2022/4/26 12:00,377.2666667,6.959166667,86.75166667,-2.2095,85.23333333,0.393,954
2022/4/26 13:00,356.0333333,4.118666667,82.84666667,-0.756333333,80.37833333,0.429333333,1111.333333
2022/4/26 14:00,363.1833333,4.346333333,83.84333333,-0.972,82.68333333,0.428,1007
2022/4/26 15:00,352.5333333,4.519833333,94.90166667,-0.654833333,80.14,0.431333333,940.1666667
2022/4/26 16:00,368.4,5.361666667,78.83333333,-0.634166667,81.97666667,0.440166667,843.4833333
2022/4/26 17:00,399.9666667,5.550666667,74.98833333,-0.455333333,81.41166667,0.447666667,654.1833333
2022/4/26 18:00,467.85,5.781166667,84.575,-0.431,81.885,0.445,465.3833333
2022/4/26 19:00,579.6,6.2045,65.81666667,-1.304833333,87.66666667,0.439166667,94.72833333
2022/4/26 20:00,584.3166667,6.108833333,67.69333333,-1.764333333,85.91666667,0.412666667,1.118
2022/4/26 21:00,584.5833333,6.489166667,67.87,-2.739333333,91.81666667,0.403166667,0.002833333
2022/4/26 22:00,584.9666667,6.064,76.755,-3.267833333,94.35,0.394333333,0.002833333
2022/4/26 23:00,585,6.933166667,80.88333333,-3.165333333,92.53333333,0.3905,0.005666667
2022/4/27 00:00,584.8333333,6.199666667,82.905,-3.503333333,95.36666667,0.39,0.002833333
2022/4/27 01:00,584.45,5.925,83.23166667,-4.096833333,93.3,0.360833333,0.002833333
2022/4/27 02:00,583.8,5.472,79.805,-3.8825,91.01666667,0.359,0.005666667
2022/4/27 03:00,583.5666667,3.9035,68.24833333,-3.401666667,90.1,0.372,0.002833333
2022/4/27 04:00,583.2,4.4305,82.32666667,-3.6235,88.65,0.358666667,0.002833333
2022/4/27 05:00,582.9333333,4.604666667,81.88333333,-3.602833333,90.43333333,0.366166667,0.002833333
2022/4/27 06:00,582.9,4.6535,72.14833333,-3.323666667,91.68333333,0.381333333,0.347833333
2022/4/27 07:00,583.2166667,4.756,73.96166667,-3.2125,93.38333333,0.3925,30.989
2022/4/27 08:00,571.8,3.831,72.72333333,-2.679833333,92.15,0.407,228.7333333
2022/4/27 09:00,519.3333333,5.145,83.68333333,-2.4135,92.3,0.418,362.3833333
2022/4/27 10:00,447.65,6.3185,84.89833333,-1.7935,88.73333333,0.425166667,611.8166667
2022/4/27 11:00,423.7666667,5.9555,75.27,-1.570833333,87.5,0.428,629.65
2022/4/27 12:00,398.1833333,7.131666667,67.3,-1.188833333,85.55,0.4335,773.8666667
2022/4/27 13:00,410.7833333,7.424666667,61.845,-1.0595,85.16666667,0.4365,737.6666667
2022/4/27 14:00,362.3833333,6.69,75.35333333,-0.546166667,80.95833333,0.435333333,1112.666667
2022/4/27 15:00,389.4333333,6.8465,66.93,-0.693,82.8,0.438833333,858.9166667
2022/4/27 16:00,450.1,6.209333333,73.49333333,-0.749,82.23333333,0.4345,636.7666667
2022/4/27 17:00,462.2833333,5.114166667,100.3,-0.333,73.07666667,0.403,478.5333333
2022/4/27 18:00,469.7166667,5.233,63.99666667,-1.009833333,72.36333333,0.371666667,398.5833333
2022/4/27 19:00,583.6666667,4.517,79.61166667,-1.2205,69.20166667,0.3495,107.6583333
2022/4/27 20:00,584.35,5.707833333,67.41833333,-2.575333333,79.42833333,0.354166667,0.9625
2022/4/27 21:00,585.0333333,4.529666667,83.25166667,-3.567666667,82.15333333,0.333833333,0.005666667
2022/4/27 22:00,585.4666667,4.502666667,66.87833333,-4.381,85.36666667,0.321666667,0.014
2022/4/27 23:00,586.0166667,3.806333333,94.20666667,-4.857,85.41666667,0.307833333,0.002833333
2022/4/28 00:00,586.2833333,2.436333333,137.5166667,-5.3815,85.13333333,0.291666667,0.005666667
2022/4/28 01:00,586.05,2.440166667,221.3,-4.831,79.65166667,0.2875,0
2022/4/28 02:00,585.4166667,2.312166667,171.25,-5.000333333,78.29166667,0.277833333,0.005666667
2022/4/28 03:00,585.25,3.42,103.0333333,-5.339333333,79.06666667,0.272,0.002833333
2022/4/28 04:00,585.1833333,3.4025,106.4666667,-5.739,80.86666667,0.2675,0.005666667
2022/4/28 05:00,585.0333333,2.606833333,114.4166667,-6.026,81.76833333,0.263166667,0
2022/4/28 06:00,585.1166667,1.034166667,149.0666667,-5.889166667,82.26666667,0.268166667,0.384166667
2022/4/28 07:00,585.4666667,1.3035,167.0666667,-5.970833333,81.94,0.265,44.64966667
2022/4/28 08:00,586.1666667,1.323666667,206.45,-4.832833333,76.08,0.274333333,196.2
2022/4/28 09:00,517.7166667,1.016,266.6166667,-2.245,65.41,0.3005,443.0333333
2022/4/28 10:00,492.0333333,3.111,294.1833333,-1.5955,65.76,0.321,686.95
2022/4/28 11:00,442.3166667,4.815833333,290.2,-0.845666667,66.05166667,0.345166667,943.8333333
2022/4/28 12:00,398.7666667,4.470666667,292.0333333,0.259,63.51166667,0.387833333,967.8
2022/4/28 13:00,376.1166667,3.497166667,285.4333333,1.495333333,59.56333333,0.405166667,1103.166667
2022/4/28 14:00,366.05,2.2505,256.3333333,3.250666667,52.32666667,0.402333333,1076.833333
2022/4/28 15:00,362.6666667,2.535333333,107.1833333,1.832833333,64.58666667,0.45,996
2022/4/28 16:00,375.85,2.700833333,116.5333333,1.7815,62.415,0.432333333,846.3333333
2022/4/28 17:00,416.4333333,3.638833333,223.05,3.392,45.14,0.3505,580.8333333
2022/4/28 18:00,485.8333333,5.433333333,228.7666667,2.4185,45.98666667,0.333833333,378.1166667
2022/4/28 19:00,581.9833333,4.812833333,198.35,0.986166667,49.36166667,0.323666667,103.3983333
2022/4/28 20:00,585.85,3.324333333,154.5666667,0.0305,48.175,0.283833333,1.691166667
2022/4/28 21:00,586.3,3.612666667,118.35,-1.0735,49.19333333,0.251666667,0.005666667
2022/4/28 22:00,586.6833333,3.737833333,114,-1.980333333,52.33166667,0.2465,0.005666667
2022/4/28 23:00,586.8666667,4.206833333,113.2833333,-2.821,56.55166667,0.2465,0.002833333
2022/4/29 00:00,586.7333333,3.711,118.1833333,-3.552166667,60.145,0.244666667,0.008333333
2022/4/29 01:00,586.5333333,1.438666667,131.85,-4.743333333,65.25166667,0.237333333,0.002833333
2022/4/29 02:00,586.25,1.8505,134.0333333,-5.416,68.125,0.232333333,0.002833333
2022/4/29 03:00,585.85,1.291,126.9,-6.3125,70.79833333,0.221333333,0
2022/4/29 04:00,585.3833333,2.496833333,127.0333333,-6.548,71.92666667,0.220166667,0.002833333
2022/4/29 05:00,585.15,3.725666667,121.2,-7.059833333,74.01833333,0.2155,0.0085
2022/4/29 06:00,585.05,5.442666667,113.0833333,-7.8475,80.15666667,0.215166667,0.585
2022/4/29 07:00,585.2666667,5.512833333,98.47833333,-7.8425,93.4,0.251833333,61.79833333
2022/4/29 08:00,585.7166667,3.238333333,133.5833333,-6.081666667,83.825,0.267666667,282.9
2022/4/29 09:00,560.2,2.731166667,123.7333333,-4.147,74.62333333,0.287666667,515.35
2022/4/29 10:00,513.5333333,3.7375,107.9,-2.6095,76.09666667,0.338833333,730.5
2022/4/29 11:00,434.1666667,4.2185,102.85,-1.335,71.90833333,0.36,980.8333333
2022/4/29 12:00,393.75,3.511,85.64166667,0.484333333,61.005,0.383833333,972.05
2022/4/29 13:00,383.1333333,3.494333333,85.44166667,1.369,57.065,0.384166667,934.75
2022/4/29 14:00,394.0833333,4.9235,77.975,0.865,63.9,0.415166667,716.8666667
2022/4/29 15:00,418.85,5.3635,66.00333333,0.4135,71.55333333,0.446666667,720.6833333
2022/4/29 16:00,468.7833333,3.789166667,73.73833333,0.903,67.08833333,0.4375,491.5166667
2022/4/29 17:00,503.7166667,3.839333333,94.17333333,0.530833333,68.795,0.4365,364.05
2022/4/29 18:00,568.2666667,4.805333333,76.92333333,0.6895,66.98,0.4255,223.7166667
2022/4/29 19:00,584.3833333,3.4495,157.7166667,-0.502833333,79.31166667,0.437666667,32.7325
2022/4/29 20:00,584.9666667,0.815666667,129.6166667,-2.307666667,95.53333333,0.436833333,0.389666667
2022/4/29 21:00,585.35,0.01,186.2333333,-2.398166667,96.51666667,0.437666667,0.0085
2022/4/29 22:00,585.4333333,4.6105,86.55666667,-2.3445,95.36666667,0.4345,0.002833333
2022/4/29 23:00,585.65,4.923666667,78.12,-2.560333333,94.43333333,0.4215,0.005666667
2022/4/30 00:00,585.3,4.9065,80.35,-2.902833333,96.78333333,0.418666667,0.008333333
2022/4/30 01:00,585.3166667,4.6145,68.075,-2.809,96.81666667,0.422333333,0.014
2022/4/30 02:00,584.9,4.242,81.135,-3.043333333,96.68333333,0.412666667,0.005666667
2022/4/30 03:00,584.3166667,3.283833333,89.47833333,-3.488666667,96.41666667,0.394833333,0.005666667
2022/4/30 04:00,584.1666667,1.513833333,108.25,-3.3805,96.45,0.398833333,0.005666667
2022/4/30 05:00,583.9166667,2.812333333,109.85,-3.695666667,96.21666667,0.3865,0.011166667
2022/4/30 06:00,584.2,2.367333333,121.95,-3.827333333,96.18333333,0.381666667,0.214333333
2022/4/30 07:00,584.3666667,1.9535,171.9,-4.4635,95.68333333,0.3575,23.3475
2022/4/30 08:00,584.8333333,1.853166667,149.7166667,-4.2385,95.76666667,0.365666667,91.695
2022/4/30 09:00,525.85,2.0955,113.8383333,-3.478,92.88333333,0.380833333,197.75
2022/4/30 10:00,437.3833333,1.4375,105.9833333,-1.166166667,82.03,0.4165,567.85
2022/4/30 11:00,405.55,2.559666667,104.0166667,-0.584666667,75.45666667,0.407166667,868.6833333
2022/4/30 12:00,380.4,2.698833333,106.7833333,0.191833333,71.93,0.436666667,989.3333333
2022/4/30 13:00,362.4333333,3.898333333,89.98166667,0.531166667,69.52666667,0.439666667,1083.166667
2022/4/30 14:00,387,4.269,84.865,0.959,70.68333333,0.462666667,925.6333333
2022/4/30 15:00,443.0333333,4.109,78.82,1.095166667,74.06833333,0.489333333,622.3166667
2022/4/30 16:00,464.2333333,3.879833333,118.4083333,0.747333333,70.88666667,0.447833333,533.7
2022/4/30 17:00,517.2833333,6.397833333,79.835,-1.6185,88.75,0.432166667,391.2833333
2022/4/30 18:00,573.8,5.838333333,78.38833333,-1.794666667,90.4,0.433166667,191.9716667
2022/4/30 19:00,583.3666667,5.061166667,136.6283333,-2.8015,91.01666667,0.3975,30.82666667
2022/4/30 20:00,583.4333333,2.310666667,122.5333333,-3.365,90.28333333,0.374,1.193833333
2022/4/30 21:00,583.8,3.910166667,97.76333333,-3.4785,89.21666667,0.365833333,0.0055
2022/4/30 22:00,584.3666667,4.187166667,89.4,-3.406166667,95.25,0.393,0
2022/4/30 23:00,584.6,3.9665,115.2,-4.0115,93.91666667,0.366166667,0.008333333
2022/5/1 00:00,584.55,2.617166667,132.7833333,-4.2395,89.26666667,0.340666667,0
2022/5/1 01:00,584.4166667,1.677166667,130.0683333,-3.918166667,86.46666667,0.34,0.002833333
2022/5/1 02:00,584.05,2.8965,194.6833333,-4.660833333,88.03333333,0.323,0.005666667
2022/5/1 03:00,583.6,2.635666667,190.6166667,-4.96,87.21666667,0.310666667,0.002833333
2022/5/1 04:00,583.25,4.176333333,230.5833333,-4.710333333,85.75,0.313166667,0.008333333
2022/5/1 05:00,583.1833333,4.414333333,222.4333333,-3.829666667,82.66666667,0.328,0
2022/5/1 06:00,583.2833333,5.924333333,209.5666667,-4.464333333,82.53333333,0.308333333,0.512166667
2022/5/1 07:00,583.4666667,5.917166667,203.0833333,-5.1975,81.40333333,0.283666667,60.59916667
2022/5/1 08:00,584.0333333,2.7105,158.3333333,-4.051333333,74.04333333,0.287333333,269.7833333
2022/5/1 09:00,542.7166667,0.810333333,140.6666667,-0.937166667,61.84166667,0.3255,502.4333333
2022/5/1 10:00,481.9666667,1.915833333,119.9,-1.325166667,65.90666667,0.331333333,730.2
2022/5/1 11:00,439.65,2.307166667,105.0833333,-0.496333333,63.50333333,0.345666667,901.5
2022/5/1 12:00,399.15,1.929,104.2666667,0.542166667,61.20333333,0.385333333,1059.5
2022/5/1 13:00,372.9,3.046,110.3666667,0.357333333,64.63666667,0.405166667,1077.333333
2022/5/1 14:00,365.6,3.297166667,207.45,2.603166667,43.91833333,0.319666667,1095.333333
2022/5/1 15:00,365.5666667,5.522,254.6333333,2.619666667,32.36666667,0.238666667,999
2022/5/1 16:00,369.5166667,5.610666667,263.5166667,2.526666667,37.25666667,0.272666667,867.3166667
2022/5/1 17:00,410.7,7.4525,231.15,1.386333333,48.52666667,0.3275,610.6833333
2022/5/1 18:00,496.9666667,3.073333333,268.15,2.199333333,40.05666667,0.2865,376.0166667
2022/5/1 19:00,582.4833333,1.258,217.4666667,1.743,43.185,0.298333333,122.3616667
2022/5/1 20:00,582.95,2.044666667,124.4833333,-1.053666667,55.60666667,0.286833333,2.535166667
2022/5/1 21:00,583.4833333,2.742666667,116.65,-2.4775,61.38166667,0.276,0
2022/5/1 22:00,584.0833333,3.416166667,110.2,-3.5965,65.345,0.265,0.005666667
2022/5/1 23:00,584.3666667,3.506333333,119.7333333,-3.689166667,66.40333333,0.266833333,0.002833333
2022/5/2 00:00,584.25,3.438166667,129.0833333,-3.865833333,66.14,0.261333333,0
2022/5/2 01:00,584.2,2.301,125.0833333,-5.174666667,71.54333333,0.249333333,0.002833333
2022/5/2 02:00,583.9,1.984833333,132.2,-5.473,72.76166667,0.247,0.005666667
2022/5/2 03:00,583.7833333,1.641666667,135.31,-6.0765,74.51166667,0.2385,0.005666667
2022/5/2 04:00,583.8333333,1.356,138.05,-6.725333333,77.50666667,0.233,0.002833333
2022/5/2 05:00,584.05,3.38,192.4666667,-8.074333333,77.42333333,0.203666667,0.008333333
2022/5/2 06:00,583.9333333,2.211666667,127.9,-7.657166667,77.08666667,0.211333333,0.8215
2022/5/2 07:00,584.2166667,1.498666667,148.8333333,-6.567333333,73.19333333,0.2235,60.83
2022/5/2 08:00,584.75,3.072,116,-6.281333333,73.61333333,0.231,284.9833333
2022/5/2 09:00,556.75,3.3275,112.8166667,-4.5525,73.23333333,0.271666667,518.9833333
2022/5/2 10:00,509.9666667,3.933666667,100.6166667,-2.784166667,70.17833333,0.307,738.8166667
2022/5/2 11:00,454.1,4.008666667,95.08333333,-1.5855,67.275,0.328833333,900.8333333
2022/5/2 12:00,398.7333333,3.069333333,94.06666667,-0.285166667,62.70666667,0.346833333,1033.5
2022/5/2 13:00,369.4166667,3.567,101.9333333,0.223333333,61.23833333,0.3715,1058
2022/5/2 14:00,364.75,3.943333333,101.75,0.786333333,57.69166667,0.373166667,1024.833333
2022/5/2 15:00,383.85,4.055666667,84.22833333,1.181833333,57.45166667,0.381833333,856.6666667
2022/5/2 16:00,424.9,3.970166667,68.81333333,1.872333333,54.55666667,0.381166667,666.5333333
2022/5/2 17:00,524.45,3.014166667,98.03666667,1.572,56.73666667,0.387333333,374.8666667
2022/5/2 18:00,578.25,2.910333333,116.7166667,0.991666667,58.69166667,0.385166667,189.8833333
2022/5/2 19:00,583.3666667,2.965,113.3333333,0.227333333,64.72333333,0.397333333,54.26833333
2022/5/2 20:00,583.2166667,1.252166667,175.9816667,0.354666667,61.85333333,0.386166667,1.271166667
2022/5/2 21:00,584,2.416666667,144.45,0.186666667,65.52166667,0.396666667,0
2022/5/2 22:00,584.5666667,6.228833333,206.0666667,-1.563833333,83.93666667,0.411166667,0
2022/5/2 23:00,584.8333333,2.767666667,146.9166667,-2.449833333,93.16666667,0.420333333,0.005666667
2022/5/3 00:00,584.55,4.541666667,72.26,-2.9005,94.4,0.4085,0.002833333
2022/5/3 01:00,584.2,5.631666667,86.23333333,-3.020333333,92.03333333,0.393666667,0.013833333
2022/5/3 02:00,583.7666667,4.569166667,77.70833333,-2.918166667,91.38333333,0.3945,0.005666667
2022/5/3 03:00,583.5,3.737333333,99.67666667,-3.163333333,95,0.401166667,0.008333333
2022/5/3 04:00,583.2333333,4.484166667,96.45,-3.159333333,94.93333333,0.400833333,0.0085
2022/5/3 05:00,583.0333333,5.3075,91,-3.320666667,95.5,0.397333333,0.005666667
2022/5/3 06:00,583.0333333,5.003333333,85.68333333,-3.338333333,95.5,0.396666667,0.623333333
2022/5/3 07:00,583.3833333,6.404666667,92.86666667,-3.283,95.45,0.398333333,34.87666667
2022/5/3 08:00,583.8,4.5015,107.8166667,-2.752166667,94.28333333,0.413666667,177.25
2022/5/3 09:00,551.6,5.889833333,87.81666667,-2.4735,92.9,0.418333333,298.7166667
